Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
199628419,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
199628698,0.915983071,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Separated,Heterosexual,Catholic,Woman,Children,8,Heavy user (14-8)
199629201,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,0,No user (0)
199629589,0.35136084,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,9,Heavy user (14-8)
199629855,0.456024064,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Sometimes connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199629991,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,No children,3,Low user (3-1)
199630090,0.484179069,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Undefined,Man,Children,2,Low user (3-1)
199634261,0.432230945,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Widowed,Heterosexual,Evangelical,Man,No children,0,No user (0)
199634597,0.308832833,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Separated,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
199635059,0.976653508,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Woman,Children,2,Low user (3-1)
199635793,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Other,Catholic,Woman,Children,1,Low user (3-1)
199636084,0.477152563,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199636327,0.535986943,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Other,Spiritist | Kardecist,Woman,No children,0,No user (0)
199637407,0.3344441,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Black,Married,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
199638037,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Separated,Other,Evangelical,Woman,Children,0,No user (0)
199638374,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Separated,Heterosexual,Atheist / No religion,Man,Children,11,Heavy user (14-8)
199638590,0.35136084,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Afro-Brazilian,Man,No children,3,Low user (3-1)
199639265,0.585874644,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,3,Low user (3-1)
199639290,0.40246734,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
199733354,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Catholic,Woman,No children,1,Low user (3-1)
199733591,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,Don’t know,Sometimes connected,White,Married,LGBTQIAPN+,Catholic,Woman,No children,0,No user (0)
199733989,0.554426897,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,0,No user (0)
199734017,0.484179069,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
199734263,0.852908092,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Married,LGBTQIAPN+,Catholic,Woman,Children,8,Heavy user (14-8)
199734916,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Single,LGBTQIAPN+,Evangelical,Man,No children,6,Medium user (7-4)
199735242,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,LGBTQIAPN+,Catholic,Other responses,No children,3,Low user (3-1)
199735481,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,8,Heavy user (14-8)
199736441,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Other,Catholic,Man,Children,2,Low user (3-1)
199739790,0.308832833,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Married,Heterosexual,Catholic,Man,No children,9,Heavy user (14-8)
199740550,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,No children,7,Medium user (7-4)
199740965,0.947496312,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C2,"Up to R$ 1,412.00",Almost always connected,White,Married,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
199741141,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,No children,0,No user (0)
199741544,0.35136084,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Undefined,Man,No children,3,Low user (3-1)
199742245,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
199742499,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C2,"Up to R$ 1,412.00",Sometimes connected,White,Separated,Heterosexual,Afro-Brazilian,Woman,Children,2,Low user (3-1)
199743157,0.55993189,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,C2,"Up to R$ 1,412.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
199743192,0.519985489,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Man,Children,10,Heavy user (14-8)
199743340,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
199744603,0.947496312,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Separated,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
199745348,0.753912889,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,Refused to answer,Always connected,White,Married,Heterosexual,Catholic,Man,Children,9,Heavy user (14-8)
199745422,0.40246734,João Pessoa,Paraíba,Nordeste,60 +,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
199745694,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Widowed,Heterosexual,Atheist / No religion,Woman,Children,2,Low user (3-1)
199745941,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,3,Low user (3-1)
199746241,0.915983071,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Catholic,Woman,No children,11,Heavy user (14-8)
199746787,0.904946621,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,White,Single,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
199747526,0.579727016,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
199747527,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,7,Medium user (7-4)
199747819,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C2,"Up to R$ 1,412.00",Always connected,White,Separated,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
199754439,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
199754440,0.40246734,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Separated,Other,Evangelical,Man,Children,1,Low user (3-1)
199754441,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,5,Medium user (7-4)
199774766,0.311899283,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Black,Single,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
199774800,1.088675201,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,LGBTQIAPN+,Atheist / No religion,Other responses,No children,7,Medium user (7-4)
199775237,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Widowed,Heterosexual,Catholic,Woman,Children,0,No user (0)
199775528,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
199775747,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
199776253,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,3,Low user (3-1)
199776373,0.362986034,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199776904,0.708968382,João Pessoa,Paraíba,Nordeste,60 +,Secondary,D/E,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
199776976,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,Children,5,Medium user (7-4)
199777751,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
199787137,1.088675201,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,C2,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Undefined,Woman,No children,8,Heavy user (14-8)
199789075,0.456024064,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,LGBTQIAPN+,Catholic,Woman,Children,3,Low user (3-1)
199789368,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,8,Heavy user (14-8)
199789484,0.40246734,João Pessoa,Paraíba,Nordeste,60 +,Secondary,B1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
199789489,0.329590578,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
199790331,0.477152563,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
199790417,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Separated,Heterosexual,Undefined,Woman,Children,0,No user (0)
199790557,0.432230945,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199790729,0.102992103,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,A,"From R$ 28,241.00 to R$ 70,060.00",Always connected,Indigenous,Single,Heterosexual,Catholic,Woman,No children,9,Heavy user (14-8)
199791137,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,10,Heavy user (14-8)
199791197,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Single,Heterosexual,Undefined,Woman,No children,5,Medium user (7-4)
199791488,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Widowed,Heterosexual,Evangelical,Woman,Children,0,No user (0)
199792854,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
199793042,0.906977547,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
199793532,1.021903801,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,White,Married,Heterosexual,Evangelical,Man,Children,2,Low user (3-1)
199794967,0.896049602,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,A,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Evangelical,Man,No children,5,Medium user (7-4)
199794995,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Catholic,Woman,No children,5,Medium user (7-4)
199795511,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,5,Medium user (7-4)
199795580,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Spiritist | Kardecist,Woman,Children,7,Medium user (7-4)
199796262,0.275268972,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Black,Married,Heterosexual,Catholic,Man,Children,10,Heavy user (14-8)
199824795,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Separated,Heterosexual,Catholic,Woman,Children,0,No user (0)
199825042,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
199826567,0.484179069,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Widowed,Heterosexual,Atheist / No religion,Man,Children,5,Medium user (7-4)
199826765,0.844522692,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,C1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,3,Low user (3-1)
199826827,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,No children,7,Medium user (7-4)
199826980,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,B2,"Up to R$ 1,412.00",Sometimes connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Man,Children,2,Low user (3-1)
199827441,0.432230945,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199827500,0.519985489,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,Children,3,Low user (3-1)
199828817,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C1,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199828977,0.870511092,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
199831307,3.461630051,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Never connected,NA,Married,Heterosexual,Atheist / No religion,Man,Children,4,Medium user (7-4)
199831817,0.525148507,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Widowed,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
199840117,0.354849557,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,Heterosexual,Atheist / No religion,Woman,No children,9,Heavy user (14-8)
199840167,0.861952628,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C1,"Up to R$ 1,412.00",Never connected,White,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
199840252,0.477152563,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,A,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,8,Heavy user (14-8)
199841085,0.379202252,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Man,Children,2,Low user (3-1)
199841372,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
199842152,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199842666,0.326350195,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Man,Children,5,Medium user (7-4)
